ind,weighted,fx,fn,sx,sn,day_count,RSI,vgo,success,profit
1688,32,5,9,7,11,9,81.81818181818181,48.24321796071094,1,15.199999999999658
1689,29,5,8,6,10,8,80.0,46.012160898035546,1,22.95454545454545
1692,21,4,5,5,7,4,66.66666666666666,41.74087932647334,1,13.855555555555288
1694,22,3,6,6,7,5,71.42857142857143,34.29885216429263,1,26.999999999999247
1697,18,5,3,5,5,2,75.0,41.13664943412044,1,22.757142857141588
1698,16,4,4,3,5,2,75.0,41.45032834986726,1,29.90000000000048
1699,17,5,4,3,5,2,75.0,40.24800894229426,1,35.8444444444439
1700,16,3,5,3,5,3,80.0,37.34246192538773,1,33.09999999999924
1701,15,3,5,3,4,3,80.0,35.6979181221182,1,37.599999999997635
1702,12,3,4,2,3,2,75.0,33.6446835266173,1,37.8999999999996
1703,11,3,3,2,3,2,75.0,30.799217549252482,1,13.3571428571444
1704,5,2,1,1,1,1,66.66666666666666,31.726980578454654,1,8.485714285713097
1728,25,5,5,8,7,10,91.66666666666667,40.00493680884676,1,25.133333333331453
1729,31,7,5,9,10,9,90.9090909090909,40.57464454976303,1,8.550000000000502
1731,37,9,6,11,11,10,91.66666666666667,48.334069330978146,1,38.40000000000066
1732,35,10,8,6,11,11,84.61538461538461,48.6332523735924,1,95.53333333333302
1733,36,10,10,5,11,10,83.33333333333333,44.97488951386099,1,128.25714285714218
1734,32,5,11,5,11,11,84.61538461538461,44.10322837783978,1,121.69999999999791
1735,31,4,11,5,11,13,86.66666666666667,42.88062973296134,1,7.8692307692307395
1736,35,5,11,7,12,13,86.66666666666667,41.111996811478676,1,6.930769230768519
1737,30,5,9,6,10,11,92.3076923076923,40.5171383021124,1,22.999999999999687
1738,18,4,4,5,5,5,72.72727272727272,38.88302112395377,1,18.627272727274047
1739,15,2,4,4,5,5,72.72727272727272,48.48995111352526,1,11.34444444444549
1740,16,1,5,4,6,5,72.72727272727272,50.60429114611624,1,5.323076923078318
1741,18,3,5,4,6,1,53.33333333333333,49.80159752641072,1,52.33333333333423
1742,12,4,3,4,1,4,61.11111111111111,30.51233671988389,1,1.5454545454551827
1743,7,4,1,2,0,1,52.94117647058823,34.12917271407838,1,0.4999999999988347
1773,38,11,7,10,10,10,77.77777777777777,35.02740275364256,1,22.499999999998632
1774,40,11,9,10,10,11,78.94736842105263,32.49431894131801,1,49.999999999998934
1775,40,11,8,11,10,11,78.94736842105263,29.42654725304104,1,21.054545454546325
1776,41,10,9,12,10,11,78.94736842105263,29.81753776233124,1,99.29999999999994
1780,32,4,10,5,13,13,78.26086956521739,37.73905210643015,1,5.866666666665132
1781,28,1,9,5,13,13,78.26086956521739,38.00304878048781,1,15.536363636363681
1782,27,1,8,5,13,13,78.26086956521739,38.28852549889135,1,4.899999999998794
1784,20,5,4,5,6,5,64.70588235294117,37.802799334811525,1,4.300000000001525
1785,20,5,4,5,6,2,57.14285714285714,37.27480598669623,1,16.94444444444443
1786,21,5,5,5,6,3,61.53846153846154,34.42558203991131,1,54.19999999999759
1787,17,5,4,5,3,4,64.28571428571428,54.187060818996855,1,20.999999999999908
1788,18,5,5,5,3,3,61.53846153846154,56.610128422582996,1,25.988888888888173
1789,17,5,5,4,3,5,66.66666666666666,58.17785316210322,1,8.644444444445565
1790,18,5,5,5,3,5,66.66666666666666,45.13047363717605,1,8.299999999998864
1800,20,4,4,5,7,5,69.23076923076923,44.76575729068674,1,8.444444444444255
1801,21,4,5,5,7,4,64.28571428571428,46.136406396989656,1,22.63333333333284
1802,23,4,7,5,7,6,68.75,39.09076803723817,1,48.899999999998386
1803,24,4,7,5,8,5,64.70588235294117,41.81691233514352,1,72.29999999999848
1804,26,6,7,5,8,7,70.58823529411765,42.872769588828554,1,47.80000000000007
